locus_tag	product	protein_id	go_function	go_process	go_component	gene	GOs	Description	KEGG_ko	KEGG_Module	BRITE	KEGG_TC	CAZy	PFAMs
NCS66_RS28570	helix-turn-helix domain-containing protein	WP_235366191.1	sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA			-	PFAM helix-turn-helix- domain containing protein, AraC type	-	-	-	-	-	HTH_18
NCS66_RS28585	glycosyltransferase family 1 protein	WP_235366190.1	glycosyltransferase activity|0016757||IEA				-	Glycosyl transferases group 1	-	-	-	-	-	Glycos_transf_1
NCS66_RS28590	glycosyltransferase	WP_008346286.1	glycosyltransferase activity|0016757||IEA				-	PFAM glycosyl transferase group 1	-	-	-	-	-	Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1
NCS66_RS28595	hypothetical protein	WP_008346288.1					-	-	-	-	-	-	-	-
NCS66_RS28605	phytanoyl-CoA dioxygenase family protein	WP_008346293.1					-	Phytanoyl-CoA dioxygenase (PhyH)	-	-	-	-	-	PhyH
NCS66_RS28610	polysaccharide biosynthesis protein	WP_235366189.1					-	Polysaccharide biosynthesis protein	-	-	-	-	-	Polysacc_synt
NCS66_RS28615	GNVR domain-containing protein	WP_008346296.1					GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944	TIGRFAM exopolysaccharide transport protein family	ko:K16692	-	ko00000,ko01000,ko01001	-	-	AAA_31,CbiA,GNVR,Wzz
NCS66_RS28620	endo-1,3-alpha-glucanase family glycosylhydrolase	WP_051996383.1	glucan endo-1,3-alpha-glucosidase activity|0051118||IEA				-	Glycosyl hydrolase family 71	-	-	-	-	-	Glyco_hydro_71
NCS66_RS28625	hypothetical protein	WP_008346299.1					-	-	-	-	-	-	-	-
NCS66_RS28630	hypothetical protein	WP_008346301.1					-	-	-	-	-	-	-	-
NCS66_RS28640	DegT/DnrJ/EryC1/StrS family aminotransferase	WP_008346305.1	transaminase activity|0008483||IEA				-	Belongs to the DegT DnrJ EryC1 family	ko:K13010	-	ko00000,ko00001,ko01000,ko01005,ko01007	-	-	Acetyltransf_3,DegT_DnrJ_EryC1
NCS66_RS28655	class I SAM-dependent methyltransferase	WP_008346312.1	S-adenosyl-L-methionine binding|1904047||IEA				-	Methyltransferase domain	-	-	-	-	-	Methyltransf_25
NCS66_RS28660	helix-turn-helix domain-containing protein	WP_008346313.1	sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA			-	helix_turn_helix, arabinose operon control protein	-	-	-	-	-	HTH_18
NCS66_RS28665	amidohydrolase family protein	WP_008346314.1					-	Amidohydrolase family	-	-	-	-	-	Amidohydro_1
NCS66_RS28675	GTP-binding protein	WP_008346316.1	GTP binding|0005525||IEA				-	cobalamin synthesis protein	-	-	-	-	-	CobW_C,cobW
NCS66_RS28685	UbiD family decarboxylase	WP_008346318.1	metal ion binding|0046872||IEA				-	Belongs to the UbiD family	ko:K16874	-	ko00000,ko00001	-	-	UbiD
NCS66_RS28690	amidohydrolase family protein	WP_008346319.1					-	amidohydrolase	ko:K07045	-	ko00000	-	-	Amidohydro_2
NCS66_RS28695	amidohydrolase family protein	WP_008346320.1					-	amidohydrolase	ko:K07045	-	ko00000	-	-	Amidohydro_2
NCS66_RS28705	LysR substrate-binding domain-containing protein	WP_034470129.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS28715	molybdopterin cofactor-binding domain-containing protein	WP_008346324.1	oxidoreductase activity|0016491||IEA				-	aldehyde oxidase	ko:K07303	-	ko00000,ko01000	-	-	Ald_Xan_dh_C,Ald_Xan_dh_C2
NCS66_RS28725	DUF1328 family protein	WP_008346326.1			plasma membrane|0005886||IEA		-	UPF0391 membrane protein	-	-	-	-	-	DUF1328
NCS66_RS28730	helix-turn-helix domain-containing protein	WP_008346327.1	sequence-specific DNA binding|0043565||IEA	regulation of DNA-templated transcription|0006355||IEA			-	helix-turn-helix- domain containing protein, AraC type	-	-	-	-	-	DJ-1_PfpI,HTH_18,HTH_AraC
NCS66_RS28735	aspartate aminotransferase family protein	WP_250480927.1					-	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family	ko:K00596	-	ko00000,ko01000,ko01007	-	-	Aminotran_3
NCS66_RS28740	LysR family transcriptional regulator	WP_008346329.1	DNA-binding transcription activator activity|0001216||IEA				-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS28745	AraC family transcriptional regulator	WP_008346330.1	sequence-specific DNA binding|0043565||IEA				-	AraC family	-	-	-	-	-	HTH_18
NCS66_RS28750	VOC family protein	WP_008346331.1					-	PFAM Glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	Glyoxalase
NCS66_RS28755	SLATT domain-containing protein	WP_033536018.1					-	-	-	-	-	-	-	-
NCS66_RS28760	hypothetical protein	WP_008346334.1					-	-	-	-	-	-	-	-
NCS66_RS28765	hypothetical protein	WP_008346335.1					-	-	-	-	-	-	-	-
NCS66_RS28770	diguanylate cyclase	WP_008346336.1					-	GAF domain	-	-	-	-	-	GAF,GGDEF,PAS,PAS_4,PAS_9
NCS66_RS28775	EamA family transporter	WP_008346337.1			membrane|0016020||IEA		-	EamA-like transporter family	-	-	-	-	-	EamA
NCS66_RS28790	porin	WP_235366192.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
NCS66_RS28795	MarR family transcriptional regulator	WP_034470239.1					-	Transcriptional regulator	-	-	-	-	-	-
NCS66_RS28805	hypothetical protein	WP_008346350.1					-	-	-	-	-	-	-	MASE1
NCS66_RS28830	DUF3140 domain-containing protein	WP_008346360.1					-	Protein of unknown function (DUF3140)	-	-	-	-	-	DUF3140
NCS66_RS28835	phytanoyl-CoA dioxygenase family protein	WP_034470134.1					-	Phytanoyl-CoA dioxygenase	-	-	-	-	-	PhyH
NCS66_RS28870	DUF6726 family protein	WP_033536015.1					-	-	-	-	-	-	-	-
NCS66_RS28875	hypothetical protein	WP_235366186.1					-	-	-	-	-	-	-	-
NCS66_RS28895	ATP-binding protein	WP_008346378.1					-	histidine kinase HAMP region domain protein	ko:K07638	M00445,M00742,M00743	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	HAMP,HATPase_c
NCS66_RS28900	tyrosine-protein phosphatase	WP_034470139.1	protein tyrosine phosphatase activity|0004725||IEA	protein dephosphorylation|0006470||IEA			-	Tyrosine phosphatase family	ko:K01104	-	ko00000,ko01000	-	-	Y_phosphatase3
NCS66_RS28905	ATP-binding protein	WP_033536013.1					-	Histidine kinase	ko:K02484,ko:K07645	M00453	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022	-	-	HATPase_c,HisKA
NCS66_RS28910	hypothetical protein	WP_085955295.1					-	-	-	-	-	-	-	-
NCS66_RS28915	hypothetical protein	WP_008346386.1					-	-	-	-	-	-	-	-
NCS66_RS28920	hypothetical protein	WP_033536012.1					-	6-phospho-beta-galactosidase activity	-	-	-	-	-	Glyco_hydro_cc
NCS66_RS28930	tannase/feruloyl esterase family alpha/beta hydrolase	WP_144403633.1					-	Tannase and feruloyl esterase	-	-	-	-	-	Tannase
NCS66_RS28935	porin	WP_051996387.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	PFAM porin Gram-negative type	-	-	-	-	-	Porin_4
NCS66_RS28940	LysR substrate-binding domain-containing protein	WP_250480928.1					-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS28960	IclR family transcriptional regulator C-terminal domain-containing protein	WP_250480931.1					-	helix_turn_helix isocitrate lyase regulation	ko:K02624	-	ko00000,ko03000	-	-	HTH_IclR,IclR
NCS66_RS28970	aromatic-ring-hydroxylating dioxygenase subunit beta	WP_250480932.1		catabolic process|0009056||IEA			-	Ring hydroxylating beta subunit	ko:K18075	M00624	br01602,ko00000,ko00001,ko00002,ko01000	-	-	Ring_hydroxyl_B,SnoaL_4
NCS66_RS28975	FAD-binding oxidoreductase	WP_250480933.1					-	Oxidoreductase FAD-binding domain	ko:K00523	-	ko00000,ko00001,ko01000	-	-	FAD_binding_6,Fer2,NAD_binding_1
NCS66_RS28980	NADPH:quinone reductase	WP_250480934.1					-	Zinc-binding dehydrogenase	ko:K00344	-	ko00000,ko01000	-	-	ADH_N,ADH_zinc_N
NCS66_RS28985	IclR family transcriptional regulator C-terminal domain-containing protein	WP_250480935.1					-	helix_turn_helix isocitrate lyase regulation	-	-	-	-	-	HTH_IclR,IclR
NCS66_RS28990	helix-turn-helix domain-containing protein	WP_250480936.1	DNA binding|0003677||IEA	regulation of DNA-templated transcription|0006355||IEA			-	Transcriptional regulator	ko:K02624,ko:K13641,ko:K21602	-	ko00000,ko03000	-	-	HTH_IclR,IclR
NCS66_RS29000	alpha/beta hydrolase	WP_250480938.1	hydrolase activity|0016787||IEA				-	Alpha/beta hydrolase family	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
NCS66_RS29005	LLM class flavin-dependent oxidoreductase	WP_250480939.1	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|0016705||IEA				-	Luciferase-like monooxygenase	-	-	-	-	-	Bac_luciferase
NCS66_RS29010	alpha/beta hydrolase	WP_250480940.1	hydrolase activity|0016787||IEA				-	Alpha beta hydrolase	-	-	-	-	-	Abhydrolase_6
NCS66_RS29015	porin	WP_250520409.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
NCS66_RS29035	pyridoxamine 5'-phosphate oxidase family protein	WP_250480945.1					-	oxidoreductase FAD NAD(P)-binding domain protein	ko:K07006	-	ko00000	-	-	FAD_binding_6,Fer2,NAD_binding_1,Putative_PNPOx
NCS66_RS29040	nuclear transport factor 2 family protein	WP_250480946.1					-	protein conserved in bacteria	ko:K09958	-	ko00000	-	-	DUF1348
NCS66_RS29045	MFS transporter	WP_250480947.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator Superfamily	-	-	-	-	-	MFS_1
NCS66_RS29050	hypothetical protein	WP_250480948.1					-	-	-	-	-	-	-	-
NCS66_RS29055	fumarylacetoacetate hydrolase family protein	WP_250480949.1	catalytic activity|0003824||IEA				-	Fumarylacetoacetate (FAA) hydrolase family	-	-	-	-	-	FAA_hydrolase
NCS66_RS29060	YciI family protein	WP_250480950.1					-	YCII-related domain	-	-	-	-	-	YCII
NCS66_RS29070	NIPSNAP family protein	WP_244808551.1					-	NIPSNAP	-	-	-	-	-	NIPSNAP
NCS66_RS29080	LysR family transcriptional regulator	WP_250480953.1					-	Transcriptional regulator	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS29095	aromatic ring-hydroxylating dioxygenase subunit alpha	WP_250520415.1					-	Rieske [2Fe-2S] domain	-	-	-	-	-	PaO,Rieske
NCS66_RS29100	coniferyl-alcohol dehydrogenase	WP_244808557.1	oxidoreductase activity|0016491||IEA				-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short_C2
NCS66_RS29105	SRPBCC family protein	WP_244808558.1	binding|0005488||IEA				-	Domain of unknown function (DUF1857)	-	-	-	-	-	DUF1857
NCS66_RS29110	nuclear transport factor 2 family protein	WP_244808559.1					-	SnoaL-like domain	-	-	-	-	-	SnoaL_2
NCS66_RS29120	porin	WP_250480956.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Outer membrane porin	-	-	-	-	-	Porin_4
NCS66_RS29125	BON domain-containing protein	WP_244808562.1					-	hyperosmotic response	ko:K04065	-	ko00000	-	-	BON
NCS66_RS29130	flavin-dependent oxidoreductase	WP_244808563.1					-	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	ko:K20940	M00835	ko00000,ko00001,ko00002,ko01000	-	-	FAD_binding_3
NCS66_RS29135	MarR family transcriptional regulator	WP_244808564.1	DNA-binding transcription factor activity|0003700||IEA				-	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	MarR
NCS66_RS29145	gentisate 1,2-dioxygenase	WP_244808566.1	gentisate 1,2-dioxygenase activity|0047922||IEA			gtdA	-	Gentisate 1,2-dioxygenase	ko:K00450	-	ko00000,ko00001,ko01000	-	-	Cupin_2
NCS66_RS29160	porin	WP_250480957.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
NCS66_RS29165	SRPBCC family protein	WP_244808570.1	binding|0005488||IEA				-	Domain of unknown function (DUF1857)	-	-	-	-	-	DUF1857
NCS66_RS29170	fumarylacetoacetate hydrolase family protein	WP_244808571.1					-	Fumarylacetoacetate (FAA) hydrolase family	-	-	-	-	-	FAA_hydrolase
NCS66_RS29175	zinc-binding dehydrogenase	WP_250480958.1					-	NADPH:quinone reductase activity	-	-	-	-	-	ADH_N,ADH_zinc_N
NCS66_RS29180	FCD domain-containing protein	WP_244808573.1					-	FCD	-	-	-	-	-	FCD,GntR
NCS66_RS29185	MFS transporter	WP_244808574.1	transmembrane transporter activity|0022857||IEA	transmembrane transport|0055085||IEA			-	Major Facilitator Superfamily	-	-	-	-	-	MFS_1
NCS66_RS29190	SDR family oxidoreductase	WP_244808575.1	oxidoreductase activity|0016491||IEA				-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short_C2
NCS66_RS29195	VOC family protein	WP_250480959.1					-	glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	Glyoxalase
NCS66_RS29200	VOC family protein	WP_250480960.1	metal ion binding|0046872||IEA				-	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	-	-	-	-	-	Glyoxalase
NCS66_RS29205	fumarylacetoacetate hydrolase family protein	WP_250480961.1	catalytic activity|0003824||IEA				-	PFAM fumarylacetoacetate (FAA) hydrolase	ko:K01826	M00533	ko00000,ko00001,ko00002,ko01000	-	-	DUF2437,FAA_hydrolase
NCS66_RS29210	SDR family NAD(P)-dependent oxidoreductase	WP_244808842.1					-	Enoyl-(Acyl carrier protein) reductase	-	-	-	-	-	adh_short_C2
NCS66_RS29215	hypothetical protein	WP_244808579.1					-	Pfam:Arch_ATPase	-	-	-	-	-	AAA_16
NCS66_RS29220	alpha/beta fold hydrolase	WP_250480962.1					-	Thioesterase domain	-	-	-	-	-	Abhydrolase_1,DUF4440,SnoaL_2
NCS66_RS29225	LysR family transcriptional regulator	WP_250480963.1	DNA-binding transcription activator activity|0001216||IEA				-	LysR substrate binding domain	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS29240	PLP-dependent aminotransferase family protein	WP_244808583.1	pyridoxal phosphate binding|0030170||IEA				-	aminotransferase class I and II	ko:K00375	-	ko00000,ko03000	-	-	Aminotran_1_2,GntR
NCS66_RS29245	SDR family oxidoreductase	WP_244808584.1					-	NmrA family	-	-	-	-	-	NAD_binding_10,NmrA
NCS66_RS29250	carboxymuconolactone decarboxylase family protein	WP_244808585.1					-	Antioxidant protein with alkyl hydroperoxidase activity. Required for the reduction of the AhpC active site cysteine residues and for the regeneration of the AhpC enzyme activity	-	-	-	-	-	CMD
NCS66_RS29255	TetR/AcrR family transcriptional regulator	WP_244808586.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	transcriptional regulator	-	-	-	-	-	TetR_N
NCS66_RS29260	NAD(P)H-binding protein	WP_250480964.1					GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0008152,GO:0016491,GO:0016651,GO:0016655,GO:0044424,GO:0044444,GO:0044464,GO:0055114	NmrA-like family	ko:K19267	-	ko00000,ko00001,ko01000	-	-	NAD_binding_10,NmrA
NCS66_RS29280	PLP-dependent aminotransferase family protein	WP_244808591.1	pyridoxal phosphate binding|0030170||IEA				-	aminotransferase class I and II	-	-	-	-	-	Aminotran_1_2,GntR
NCS66_RS29295	ectoine synthase	WP_250480967.1					-	Catalyzes the circularization of gamma-N-acetyl- alpha,gamma-diaminobutyric acid (ADABA) to ectoine (1,4,5,6- tetrahydro-2-methyl-4-pyrimidine carboxylic acid), which is an excellent osmoprotectant	ko:K06720	M00033	ko00000,ko00001,ko00002,ko01000	-	-	Ectoine_synth
NCS66_RS29300	DUF2817 domain-containing protein	WP_250480968.1					-	Protein of unknown function (DUF2817)	-	-	-	-	-	DUF2817
NCS66_RS29305	VOC family protein	WP_250480969.1					-	Glyoxalase-like domain	-	-	-	-	-	Glyoxalase_3
NCS66_RS29310	NAD(P)H-dependent oxidoreductase	WP_250480970.1	NADH:ubiquinone reductase (non-electrogenic) activity|0050136||IEA				-	Flavodoxin-like fold	ko:K00355	-	ko00000,ko00001,ko01000	-	-	Flavodoxin_2
NCS66_RS29315	DUF3331 domain-containing protein	WP_244808597.1					-	Domain of unknown function (DUF3331)	-	-	-	-	-	DUF3331
NCS66_RS29320	AraC family transcriptional regulator	WP_250480971.1	sequence-specific DNA binding|0043565||IEA				-	PFAM helix-turn-helix- domain containing protein AraC type	-	-	-	-	-	HTH_18
NCS66_RS29325	LysR substrate-binding domain-containing protein	WP_250480973.1					-	transcriptional Regulator, LysR family	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS29335	VOC family protein	WP_250480975.1					-	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily	ko:K10621	M00539	br01602,ko00000,ko00001,ko00002,ko01000	-	-	Glyoxalase
NCS66_RS29340	class II aldolase/adducin family protein	WP_244808603.1					-	Class II Aldolase and Adducin N-terminal domain	ko:K10622	M00539	br01602,ko00000,ko00001,ko00002,ko01000	-	-	Aldolase_II
NCS66_RS29360	Rieske 2Fe-2S domain-containing protein	WP_244808607.1	2 iron, 2 sulfur cluster binding|0051537||IEA				-	Ring hydroxylating alpha subunit (catalytic domain)	-	-	-	-	-	Rieske,Ring_hydroxyl_A
NCS66_RS29365	aromatic-ring-hydroxylating dioxygenase subunit beta	WP_350029970.1		catabolic process|0009056||IEA			-	Ring hydroxylating beta subunit	-	-	-	-	-	Ring_hydroxyl_B
NCS66_RS29370	non-heme iron oxygenase ferredoxin subunit	WP_244808609.1					-	Rieske-like [2Fe-2S] domain	ko:K14578	M00534,M00638	br01602,ko00000,ko00001,ko00002	-	-	Rieske
NCS66_RS29375	4-hydroxythreonine-4-phosphate dehydrogenase PdxA	WP_250480978.1	NAD binding|0051287||IEA				-	Assigned by KAAS to KEGG Orthology K00097 4-hydroxythreonine-4-phosphate dehydrogenase	ko:K00097,ko:K22024	M00124	ko00000,ko00001,ko00002,ko01000	-	-	PdxA
NCS66_RS29380	FAD-dependent oxidoreductase	WP_032488745.1	oxidoreductase activity|0016491||IEA				-	PFAM FAD-dependent pyridine nucleotide-disulphide oxidoreductase	ko:K00529	M00545	br01602,ko00000,ko00001,ko00002,ko01000	-	-	AIF_C,Pyr_redox_2,Reductase_C
NCS66_RS29385	MHS family MFS transporter	WP_250480979.1					-	PFAM General substrate transporter	-	-	-	-	-	MFS_1,Sugar_tr
NCS66_RS29390	porin	WP_250480980.1	porin activity|0015288||IEA		cell outer membrane|0009279||IEA		-	Gram-negative porin	-	-	-	-	-	Porin_4
NCS66_RS29405	c-type cytochrome	WP_250480983.1	heme binding|0020037||IEA				-	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	Cytochrome_CBB3
NCS66_RS29410	DUF4148 domain-containing protein	WP_250480984.1					-	Domain of unknown function (DUF4148)	-	-	-	-	-	DUF4148
NCS66_RS29415	DUF305 domain-containing protein	WP_250480985.1					-	Domain of unknown function (DUF305)	-	-	-	-	-	DUF305
NCS66_RS29420	LysR family transcriptional regulator	WP_250480986.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	LysR family	-	-	-	-	-	HTH_1,LysR_substrate
NCS66_RS29435	pirin family protein	WP_244808620.1					-	Belongs to the pirin family	ko:K06911	-	ko00000	-	-	Pirin,Pirin_C
NCS66_RS29440	type II toxin-antitoxin system ParD family antitoxin	WP_244808621.1		regulation of chromosome segregation|0051983||IEA			-	Bacterial antitoxin of ParD toxin-antitoxin type II system and RHH	-	-	-	-	-	ParD_antitoxin
NCS66_RS29445	type II toxin-antitoxin system RelE/ParE family toxin	WP_250480987.1	protein homodimerization activity|0042803||IEA	protein heterotetramerization|0051290||IEA			-	ParE toxin of type II toxin-antitoxin system, parDE	-	-	-	-	-	ParE_toxin
NCS66_RS29455	nuclear transport factor 2 family protein	WP_250480989.1					-	-	-	-	-	-	-	-
NCS66_RS29460	nuclear transport factor 2 family protein	WP_244808624.1					-	-	-	-	-	-	-	-
NCS66_RS29465	MarR family winged helix-turn-helix transcriptional regulator	WP_250480990.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	HTH_27,MarR,MarR_2
NCS66_RS29475	response regulator	WP_244808627.1	phosphorelay response regulator activity|0000156||IEA	phosphorelay signal transduction system|0000160||IEA			-	Pfam Response regulator receiver	-	-	-	-	-	Response_reg
NCS66_RS29485	amidase family protein	WP_250480993.1					-	Amidase	ko:K21801	-	ko00000,ko00001,ko01000	-	-	Amidase
NCS66_RS29495	MarR family transcriptional regulator	WP_244808632.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	MarR,MarR_2
NCS66_RS29500	methyl-accepting chemotaxis protein	WP_250480994.1		signal transduction|0007165||IEA	membrane|0016020||IEA		-	Chemotaxis sensory transducer	ko:K03406,ko:K03776,ko:K05874,ko:K05875	-	ko00000,ko00001,ko02035	-	-	4HB_MCP_1,HAMP,MCPsignal,TarH,sCache_2
NCS66_RS29505	MarR family winged helix-turn-helix transcriptional regulator	WP_244808634.1	DNA-binding transcription factor activity|0003700||IEA	regulation of DNA-templated transcription|0006355||IEA			-	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	MarR,MarR_2
