#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
lcl|NZ_CP084252.1_cds_WP_248324125.1_4246,640510.BC1001_4447,8.28e-199,553.0,"COG0583@1|root,COG0583@2|Bacteria,1R7V2@1224|Proteobacteria,2WF4E@28216|Betaproteobacteria,1K1X3@119060|Burkholderiaceae",28216|Betaproteobacteria,K,LysR substrate binding domain,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084252.1_cds_WP_248324126.1_4247,1169143.KB911057_gene5227,1.22e-161,454.0,"COG4221@1|root,COG4221@2|Bacteria,1MUF8@1224|Proteobacteria,2VPYE@28216|Betaproteobacteria,1K3VQ@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Belongs to the short-chain dehydrogenases reductases (SDR) family,-,-,-,-,-,-,-,-,-,-,-,-,adh_short
lcl|NZ_CP084252.1_cds_WP_248324127.1_4248,1169143.KB911057_gene5228,5.75e-239,663.0,"COG0477@1|root,COG2814@2|Bacteria,1MU9G@1224|Proteobacteria,2VITW@28216|Betaproteobacteria,1K5VD@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,Major Facilitator Superfamily,-,-,-,ko:K19577,-,-,-,-,"ko00000,ko02000",2.A.1.2.65,-,-,MFS_1
lcl|NZ_CP084252.1_cds_WP_248324128.1_4249,640510.BC1001_4444,1.62e-152,432.0,"COG1011@1|root,COG1011@2|Bacteria,1MU1H@1224|Proteobacteria,2VN8N@28216|Betaproteobacteria,1K3YZ@119060|Burkholderiaceae",28216|Betaproteobacteria,S,"Haloacid dehalogenase, type II",-,-,3.8.1.2,ko:K01560,"ko00361,ko00625,ko01100,ko01120,map00361,map00625,map01100,map01120",-,R05287,RC00697,"ko00000,ko00001,ko01000",-,-,-,"HAD_2,Hydrolase"
lcl|NZ_CP084252.1_cds_WP_248324129.1_4250,1500894.JQNN01000001_gene2703,3.03e-166,494.0,"COG0642@1|root,COG0745@1|root,COG0745@2|Bacteria,COG2205@2|Bacteria,1QX4R@1224|Proteobacteria",1224|Proteobacteria,T,"MEDS: MEthanogen/methylotroph, DcmR Sensory domain",-,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA,MEDS"
lcl|NZ_CP084252.1_cds_WP_248324130.1_4251,1071679.BG57_28355,8.13e-08,53.5,"2A7XX@1|root,30WXS@2|Bacteria,1PIPQ@1224|Proteobacteria,2W798@28216|Betaproteobacteria,1KE4G@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324131.1_4252,882378.RBRH_00340,1.75e-26,110.0,"2E1GC@1|root,32WUU@2|Bacteria,1N0XG@1224|Proteobacteria",1224|Proteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_LDZ24_RS21605_4253,1458357.BG58_31780,1.56e-61,209.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VGZ8@28216|Betaproteobacteria,1KGFC@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,chemotaxis,-,-,-,ko:K03406,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal,PAS_3,TarH,dCache_1"
lcl|NZ_CP084252.1_cds_LDZ24_RS21610_4254,342113.DM82_372,9.67e-159,464.0,"COG4372@1|root,COG4372@2|Bacteria,1MUCX@1224|Proteobacteria,2WGN9@28216|Betaproteobacteria,1K1R2@119060|Burkholderiaceae",28216|Betaproteobacteria,S,transposase IS66,-,-,-,ko:K07484,-,-,-,-,ko00000,-,-,-,"DDE_Tnp_IS66,DDE_Tnp_IS66_C,LZ_Tnp_IS66,zf-IS66"
lcl|NZ_CP084252.1_cds_WP_248324132.1_4255,342113.DM82_1201,2.09e-72,218.0,"COG3436@1|root,COG3436@2|Bacteria,1RHMY@1224|Proteobacteria,2VT42@28216|Betaproteobacteria,1KICI@119060|Burkholderiaceae",28216|Betaproteobacteria,L,PFAM IS66 Orf2 family protein,-,-,-,ko:K07484,-,-,-,-,ko00000,-,-,-,TnpB_IS66
lcl|NZ_CP084252.1_cds_WP_241484933.1_4256,640511.BC1002_6847,2.58e-54,173.0,"COG2963@1|root,COG2963@2|Bacteria,1R7Q1@1224|Proteobacteria,2WFHX@28216|Betaproteobacteria,1K9T9@119060|Burkholderiaceae",28216|Betaproteobacteria,L,transposase,-,-,-,ko:K07483,-,-,-,-,ko00000,-,-,-,HTH_Tnp_1
lcl|NZ_CP084252.1_cds_LDZ24_RS21625_4257,1071679.BG57_11790,3.99e-30,119.0,"COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2VGZ8@28216|Betaproteobacteria,1KGFC@119060|Burkholderiaceae",28216|Betaproteobacteria,NT,chemotaxis,-,-,-,ko:K03406,"ko02020,ko02030,map02020,map02030",-,-,-,"ko00000,ko00001,ko02035",-,-,-,"4HB_MCP_1,HAMP,MCPsignal,PAS_3,TarH,dCache_1,sCache_2"
lcl|NZ_CP084252.1_cds_WP_248324133.1_4258,1458357.BG58_05850,9.44e-34,117.0,"2EPAI@1|root,33GXA@2|Bacteria,1NIRE@1224|Proteobacteria,2VY75@28216|Betaproteobacteria,1KAXJ@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Protein of unknown function (DUF3717),-,-,-,-,-,-,-,-,-,-,-,-,DUF3717
lcl|NZ_CP084252.1_cds_WP_248324134.1_4259,1458357.BG58_05855,2.07e-12,68.2,"2BU5T@1|root,32PER@2|Bacteria,1PIWR@1224|Proteobacteria,2W7G4@28216|Betaproteobacteria,1KEI3@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324135.1_4260,1071679.BG57_28385,2.23e-08,55.5,"2BU5T@1|root,32PER@2|Bacteria,1PIWR@1224|Proteobacteria,2W7G4@28216|Betaproteobacteria,1KEI3@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_284506682.1_4261,1458357.BG58_16395,3.08e-33,117.0,"COG3668@1|root,COG3668@2|Bacteria",2|Bacteria,D,Plasmid stabilization system,-,-,-,-,-,-,-,-,-,-,-,-,ParE_toxin
lcl|NZ_CP084252.1_cds_WP_248324136.1_4262,1112214.AHIS01000101_gene1649,1.46e-11,60.5,"2DPU8@1|root,333E5@2|Bacteria,1N97I@1224|Proteobacteria,2UJVC@28211|Alphaproteobacteria,2K7SR@204457|Sphingomonadales",204457|Sphingomonadales,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324137.1_4263,1071679.BG57_11545,5.94e-47,170.0,"COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,2VJWW@28216|Betaproteobacteria,1K0YB@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"PFAM extracellular solute-binding protein, family 5",dppA,-,-,"ko:K02035,ko:K12368","ko02010,ko02024,ko02030,map02010,map02024,map02030","M00239,M00324",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,SBP_bac_5
lcl|NZ_CP084252.1_cds_WP_248324138.1_4264,75379.Tint_3200,3.49e-13,70.5,"COG1196@1|root,COG1196@2|Bacteria,1NKHN@1224|Proteobacteria",1224|Proteobacteria,D,nuclear chromosome segregation,-,-,-,-,-,-,-,-,-,-,-,-,KfrA_N
lcl|NZ_CP084252.1_cds_WP_248324139.1_4265,398767.Glov_1683,1.2e-06,50.8,"COG3668@1|root,COG3668@2|Bacteria,1PSET@1224|Proteobacteria,433K3@68525|delta/epsilon subdivisions,2WX9G@28221|Deltaproteobacteria",28221|Deltaproteobacteria,S,"ParE toxin of type II toxin-antitoxin system, parDE",-,-,-,-,-,-,-,-,-,-,-,-,ParE_toxin
lcl|NZ_CP084252.1_cds_WP_248324140.1_4266,999541.bgla_1g38310,5.52e-25,96.3,"COG3905@1|root,COG3905@2|Bacteria,1MZPQ@1224|Proteobacteria,2VU91@28216|Betaproteobacteria,1KESA@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM CopG domain protein DNA-binding domain protein,-,-,-,-,-,-,-,-,-,-,-,-,RHH_1
lcl|NZ_CP084252.1_cds_WP_248324141.1_4267,1071679.BG57_07015,1.34e-202,562.0,"COG0583@1|root,COG0583@2|Bacteria,1MU2E@1224|Proteobacteria,2VIU5@28216|Betaproteobacteria,1K1RY@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084252.1_cds_WP_248324142.1_4268,1071679.BG57_07010,2.32e-184,515.0,"COG0667@1|root,COG0667@2|Bacteria,1MWGZ@1224|Proteobacteria,2VK1B@28216|Betaproteobacteria,1K26V@119060|Burkholderiaceae",28216|Betaproteobacteria,C,PFAM aldo keto reductase,ydbC,-,1.1.1.65,ko:K05275,"ko00750,ko01100,ko01120,map00750,map01100,map01120",-,R01708,RC00116,"ko00000,ko00001,ko01000",-,-,-,Aldo_ket_red
lcl|NZ_CP084252.1_cds_WP_248324143.1_4269,1081640.AGFU01000067_gene3619,4.65e-06,48.9,"COG1902@1|root,COG1902@2|Bacteria,1MVIX@1224|Proteobacteria,2TT2F@28211|Alphaproteobacteria,2K1VZ@204457|Sphingomonadales",204457|Sphingomonadales,C,PFAM NADH flavin oxidoreductase NADH oxidase,-,-,-,-,-,-,-,-,-,-,-,-,Oxidored_FMN
lcl|NZ_CP084252.1_cds_WP_248324144.1_4270,1112214.AHIS01000102_gene1541,1.71e-128,370.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,2U2I4@28211|Alphaproteobacteria,2K4UC@204457|Sphingomonadales",204457|Sphingomonadales,IQ,Enoyl-(Acyl carrier protein) reductase,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
lcl|NZ_CP084252.1_cds_WP_248324145.1_4271,1112214.AHIS01000102_gene1540,5.34e-69,210.0,"COG1733@1|root,COG1733@2|Bacteria,1MZ6N@1224|Proteobacteria,2VFSK@28211|Alphaproteobacteria",28211|Alphaproteobacteria,K,HxlR-like helix-turn-helix,-,-,-,-,-,-,-,-,-,-,-,-,HxlR
lcl|NZ_CP084252.1_cds_WP_248324146.1_4272,1071679.BG57_14470,7.5e-159,447.0,"COG1028@1|root,COG1028@2|Bacteria,1MXNY@1224|Proteobacteria,2VN50@28216|Betaproteobacteria,1K3D6@119060|Burkholderiaceae",28216|Betaproteobacteria,IQ,Short-chain dehydrogenase reductase sdr,-,-,1.1.1.100,ko:K00059,"ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212","M00083,M00572","R04533,R04534,R04536,R04543,R04566,R04953,R04964,R07759,R07763,R10116,R10120,R11671","RC00029,RC00117","ko00000,ko00001,ko00002,ko01000,ko01004",-,-,-,adh_short_C2
lcl|NZ_CP084252.1_cds_WP_248324147.1_4273,1071679.BG57_14465,6.1e-193,537.0,"COG0583@1|root,COG0583@2|Bacteria,1N0HM@1224|Proteobacteria,2VITT@28216|Betaproteobacteria,1K0QC@119060|Burkholderiaceae",28216|Betaproteobacteria,K,LysR family,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084252.1_cds_WP_248324148.1_4274,1071679.BG57_14460,3.66e-210,583.0,"COG0604@1|root,COG0604@2|Bacteria,1MX8A@1224|Proteobacteria,2VJFX@28216|Betaproteobacteria,1K44R@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Zinc-binding dehydrogenase,qor3,-,1.6.5.5,ko:K00344,-,-,-,-,"ko00000,ko01000",-,-,-,"ADH_N,ADH_zinc_N,ADH_zinc_N_2"
lcl|NZ_CP084252.1_cds_WP_248324149.1_4275,1458357.BG58_17295,8.75e-17,73.9,"2EUAF@1|root,32PNN@2|Bacteria,1PJ70@1224|Proteobacteria,2W7RU@28216|Betaproteobacteria,1KF19@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324150.1_4276,1458357.BG58_17300,2.02e-92,276.0,"COG1309@1|root,COG1309@2|Bacteria,1NCEF@1224|Proteobacteria,2VTK1@28216|Betaproteobacteria,1K8UJ@119060|Burkholderiaceae",28216|Betaproteobacteria,K,PFAM regulatory protein TetR,-,-,-,-,-,-,-,-,-,-,-,-,TetR_N
lcl|NZ_CP084252.1_cds_LDZ24_RS21725_4277,859657.RPSI07_mp0881,8.69e-63,208.0,"COG0477@1|root,COG0477@2|Bacteria,1MWXZ@1224|Proteobacteria,2VNYR@28216|Betaproteobacteria,1KGUD@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,Major facilitator Superfamily,-,-,-,-,-,-,-,-,-,-,-,-,MFS_1
lcl|NZ_CP084252.1_cds_WP_248324151.1_4278,1071679.BG57_11545,0.0,1033.0,"COG0747@1|root,COG0747@2|Bacteria,1MUZH@1224|Proteobacteria,2VJWW@28216|Betaproteobacteria,1K0YB@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"PFAM extracellular solute-binding protein, family 5",dppA,-,-,"ko:K02035,ko:K12368","ko02010,ko02024,ko02030,map02010,map02024,map02030","M00239,M00324",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,SBP_bac_5
lcl|NZ_CP084252.1_cds_WP_248324247.1_4279,1071679.BG57_14605,1.44e-250,691.0,"COG3203@1|root,COG3203@2|Bacteria,1R8YD@1224|Proteobacteria,2VNCH@28216|Betaproteobacteria,1K2FZ@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Gram-negative porin,-,-,-,-,-,-,-,-,-,-,-,-,Porin_4
lcl|NZ_CP084252.1_cds_WP_248324152.1_4280,1071679.BG57_11550,0.0,1036.0,"COG0747@1|root,COG0747@2|Bacteria,1P1HT@1224|Proteobacteria,2VNCB@28216|Betaproteobacteria,1K6N4@119060|Burkholderiaceae",28216|Betaproteobacteria,E,"Bacterial extracellular solute-binding proteins, family 5 Middle",-,-,-,"ko:K02035,ko:K15584","ko02010,ko02024,map02010,map02024","M00239,M00440",-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,SBP_bac_5
lcl|NZ_CP084252.1_cds_WP_248324153.1_4281,1071679.BG57_11555,1.12e-196,548.0,"COG0601@1|root,COG0601@2|Bacteria,1MUMR@1224|Proteobacteria,2VZSS@28216|Betaproteobacteria,1K4IV@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K02033,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
lcl|NZ_CP084252.1_cds_WP_248324154.1_4282,1071679.BG57_11560,1.22e-159,452.0,"COG1173@1|root,COG1173@2|Bacteria,1PFH7@1224|Proteobacteria,2WED1@28216|Betaproteobacteria,1K5IM@119060|Burkholderiaceae",28216|Betaproteobacteria,P,Binding-protein-dependent transport system inner membrane component,-,-,-,ko:K02034,"ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,BPD_transp_1
lcl|NZ_CP084252.1_cds_WP_248324155.1_4283,1071679.BG57_11565,0.0,968.0,"COG1123@1|root,COG4172@2|Bacteria,1MU09@1224|Proteobacteria,2VNK6@28216|Betaproteobacteria,1K5FG@119060|Burkholderiaceae",28216|Betaproteobacteria,P,"Oligopeptide/dipeptide transporter, C-terminal region",-,-,-,"ko:K02031,ko:K02032","ko02024,map02024",M00239,-,-,"ko00000,ko00001,ko00002,ko02000",3.A.1.5,-,-,"ABC_tran,oligo_HPY"
lcl|NZ_CP084252.1_cds_WP_248324156.1_4284,1458357.BG58_18190,2.08e-56,176.0,"COG3668@1|root,COG3668@2|Bacteria,1N7U3@1224|Proteobacteria,2WG7P@28216|Betaproteobacteria,1K8W9@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Plasmid stabilization,-,-,-,-,-,-,-,-,-,-,-,-,ParE_toxin
lcl|NZ_CP084252.1_cds_WP_248324157.1_4285,1071679.BG57_18295,2.47e-44,144.0,"COG3609@1|root,COG3609@2|Bacteria,1N9C5@1224|Proteobacteria,2WE9E@28216|Betaproteobacteria,1K9DR@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Addiction module,-,-,-,ko:K07746,-,-,-,-,"ko00000,ko02048",-,-,-,ParD_antitoxin
lcl|NZ_CP084252.1_cds_WP_248324158.1_4286,339670.Bamb_4196,1.1e-125,363.0,"COG1028@1|root,COG1028@2|Bacteria,1MWB6@1224|Proteobacteria,2VTWI@28216|Betaproteobacteria,1KHPS@119060|Burkholderiaceae",28216|Betaproteobacteria,IQ,Short-chain dehydrogenase reductase sdr,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
lcl|NZ_CP084252.1_cds_WP_248324159.1_4287,1229205.BUPH_03409,1.35e-292,808.0,"COG1070@1|root,COG1070@2|Bacteria,1MW4A@1224|Proteobacteria,2VPTU@28216|Betaproteobacteria,1JZVU@119060|Burkholderiaceae",28216|Betaproteobacteria,G,Belongs to the FGGY kinase family,-,-,2.7.1.17,ko:K00854,"ko00040,ko01100,map00040,map01100",M00014,R01639,"RC00002,RC00538","ko00000,ko00001,ko00002,ko01000",-,-,-,"FGGY_C,FGGY_N"
lcl|NZ_CP084252.1_cds_WP_248324160.1_4288,395019.Bmul_3786,1.47e-249,686.0,"COG1063@1|root,COG1063@2|Bacteria,1MV9A@1224|Proteobacteria,2VPIM@28216|Betaproteobacteria,1K3HU@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Alcohol dehydrogenase zinc-binding domain protein,-,-,"1.1.1.1,1.1.1.14","ko:K00001,ko:K00008","ko00010,ko00040,ko00051,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00040,map00051,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",M00014,"R00623,R00754,R00875,R01896,R02124,R04805,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00085,RC00087,RC00088,RC00099,RC00102,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko00002,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
lcl|NZ_CP084252.1_cds_WP_248324161.1_4289,216591.BCAM2016,1.72e-186,524.0,"COG1172@1|root,COG1172@2|Bacteria,1MX7D@1224|Proteobacteria,2VH0P@28216|Betaproteobacteria,1K3IZ@119060|Burkholderiaceae",28216|Betaproteobacteria,G,Belongs to the binding-protein-dependent transport system permease family,-,-,-,"ko:K02057,ko:K10440","ko02010,map02010","M00212,M00221",-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2,3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,BPD_transp_2
lcl|NZ_CP084252.1_cds_WP_248324162.1_4290,640510.BC1001_2885,8.85e-301,828.0,"COG1129@1|root,COG1129@2|Bacteria,1MU22@1224|Proteobacteria,2VHRA@28216|Betaproteobacteria,1JZXK@119060|Burkholderiaceae",28216|Betaproteobacteria,P,import. Responsible for energy coupling to the transport system,rbsA,-,3.6.3.17,ko:K10441,"ko02010,map02010",M00212,-,-,"ko00000,ko00001,ko00002,ko01000,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,ABC_tran
lcl|NZ_CP084252.1_cds_WP_371747487.1_4291,339670.Bamb_4201,1.9e-184,517.0,"COG1879@1|root,COG1879@2|Bacteria,1NRXG@1224|Proteobacteria,2VNZ0@28216|Betaproteobacteria,1KGIB@119060|Burkholderiaceae",28216|Betaproteobacteria,G,PFAM periplasmic binding protein LacI transcriptional regulator,-,-,-,ko:K10439,"ko02010,ko02030,map02010,map02030",M00212,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.2.1,3.A.1.2.13,3.A.1.2.19",-,-,Peripla_BP_4
lcl|NZ_CP084252.1_cds_WP_248324163.1_4292,216591.BCAM2019,8.3e-165,468.0,"COG4977@1|root,COG4977@2|Bacteria,1NFCU@1224|Proteobacteria,2WGHP@28216|Betaproteobacteria,1KIEG@119060|Burkholderiaceae",28216|Betaproteobacteria,K,transcriptional regulator Arac family,-,-,-,-,-,-,-,-,-,-,-,-,"AraC_binding,HTH_18"
lcl|NZ_CP084252.1_cds_WP_248324164.1_4293,196367.JNFG01000215_gene811,7.52e-269,748.0,"COG4934@1|root,COG4934@2|Bacteria,1R55X@1224|Proteobacteria,2VR5H@28216|Betaproteobacteria,1K05T@119060|Burkholderiaceae",28216|Betaproteobacteria,O,"peptidase S8 and S53, subtilisin, kexin, sedolisin",-,-,-,-,-,-,-,-,-,-,-,-,"Peptidase_S8,Pro-kuma_activ"
lcl|NZ_CP084252.1_cds_WP_248324165.1_4294,391038.Bphy_5270,3.74e-35,122.0,"2AGDK@1|root,316R1@2|Bacteria,1PXX0@1224|Proteobacteria,2WD7S@28216|Betaproteobacteria,1K9MS@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Domain of unknown function (DUF4148),-,-,-,-,-,-,-,-,-,-,-,-,DUF4148
lcl|NZ_CP084252.1_cds_WP_248324166.1_4295,1380390.JIAT01000002_gene5947,4.99e-27,102.0,"2B4Q3@1|root,31XGD@2|Bacteria,2GYZM@201174|Actinobacteria",201174|Actinobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324167.1_4296,1031711.RSPO_c00351,7.85e-223,617.0,"COG1064@1|root,COG1064@2|Bacteria,1MUTT@1224|Proteobacteria,2VMBM@28216|Betaproteobacteria,1K1HQ@119060|Burkholderiaceae",28216|Betaproteobacteria,C,alcohol dehydrogenase,adhA,-,1.1.1.1,ko:K13953,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01220,map00010,map00071,map00350,map00625,map00626,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01220",-,"R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
lcl|NZ_CP084252.1_cds_WP_248324168.1_4297,1458357.BG58_05590,1.2e-28,105.0,"2FIK0@1|root,34AC1@2|Bacteria,1P0JH@1224|Proteobacteria,2W4AN@28216|Betaproteobacteria,1KA50@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_248324169.1_4298,1366050.N234_27765,0.0,1024.0,"COG3243@1|root,COG3243@2|Bacteria,1MUNE@1224|Proteobacteria,2VJZW@28216|Betaproteobacteria,1K3Z3@119060|Burkholderiaceae",28216|Betaproteobacteria,I,Protein of unknown function (DUF3141),-,-,-,-,-,-,-,-,-,-,-,-,DUF3141
lcl|NZ_CP084252.1_cds_WP_248324170.1_4299,391038.Bphy_3507,5.82e-236,662.0,"COG1538@1|root,COG1538@2|Bacteria,1MUA8@1224|Proteobacteria,2VKED@28216|Betaproteobacteria,1KCVI@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Outer membrane efflux protein,-,-,-,-,-,-,-,-,-,-,-,-,OEP
lcl|NZ_CP084252.1_cds_WP_248324248.1_4300,1038869.AXAN01000027_gene2391,9.71e-156,449.0,"COG0845@1|root,COG0845@2|Bacteria,1PFM7@1224|Proteobacteria,2W1QQ@28216|Betaproteobacteria,1KBRT@119060|Burkholderiaceae",28216|Betaproteobacteria,M,Barrel-sandwich domain of CusB or HlyD membrane-fusion,-,-,-,-,-,-,-,-,-,-,-,-,HlyD_D23
lcl|NZ_CP084252.1_cds_WP_248324171.1_4301,522306.CAP2UW1_0138,0.0,1665.0,"COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2VHZQ@28216|Betaproteobacteria",28216|Betaproteobacteria,V,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family,-,-,-,-,-,-,-,-,-,-,-,-,ACR_tran
lcl|NZ_CP084252.1_cds_WP_248324249.1_4302,1071679.BG57_22810,1.25e-109,316.0,"COG3832@1|root,COG3832@2|Bacteria,1RICZ@1224|Proteobacteria,2VTB3@28216|Betaproteobacteria,1K597@119060|Burkholderiaceae",28216|Betaproteobacteria,S,Polyketide cyclase / dehydrase and lipid transport,-,-,-,-,-,-,-,-,-,-,-,-,"Polyketide_cyc,Polyketide_cyc2"
lcl|NZ_CP084252.1_cds_WP_248324172.1_4303,1458357.BG58_22415,4.44e-26,97.1,"2BU7B@1|root,32PGQ@2|Bacteria,1PIZ9@1224|Proteobacteria,2W7J9@28216|Betaproteobacteria,1KEPR@119060|Burkholderiaceae",28216|Betaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
lcl|NZ_CP084252.1_cds_WP_175943157.1_4304,1071679.BG57_10060,1.47e-171,480.0,"COG1414@1|root,COG1414@2|Bacteria,1MUNW@1224|Proteobacteria,2VJPZ@28216|Betaproteobacteria,1K5TR@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,-,-,-,ko:K13641,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_IclR,IclR"
lcl|NZ_CP084252.1_cds_WP_248324250.1_4305,1071679.BG57_10055,1.56e-293,803.0,"COG0477@1|root,COG0477@2|Bacteria,1MU46@1224|Proteobacteria,2VJXD@28216|Betaproteobacteria,1K5Z0@119060|Burkholderiaceae",28216|Betaproteobacteria,EGP,Sugar (and other) transporter,-,-,-,-,-,-,-,-,-,-,-,-,"MFS_1,Sugar_tr"
lcl|NZ_CP084252.1_cds_WP_248324173.1_4306,1458357.BG58_18805,3.61e-96,280.0,"COG0757@1|root,COG0757@2|Bacteria,1RDDT@1224|Proteobacteria,2VR4Y@28216|Betaproteobacteria,1JZUB@119060|Burkholderiaceae",28216|Betaproteobacteria,E,Catalyzes a trans-dehydration via an enolate intermediate,aroQ,-,4.2.1.10,ko:K03786,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00022,R03084,RC00848,"ko00000,ko00001,ko00002,ko01000",-,-,-,DHquinase_II
lcl|NZ_CP084252.1_cds_WP_248324174.1_4307,1169143.KB911038_gene6124,3.82e-195,545.0,"COG0583@1|root,COG0583@2|Bacteria,1MUWX@1224|Proteobacteria,2VKDH@28216|Betaproteobacteria,1K2C5@119060|Burkholderiaceae",28216|Betaproteobacteria,K,Transcriptional regulator,-,-,-,-,-,-,-,-,-,-,-,-,"HTH_1,LysR_substrate"
lcl|NZ_CP084252.1_cds_WP_248324175.1_4308,398527.Bphyt_5522,3.99e-233,650.0,"COG1301@1|root,COG1301@2|Bacteria,1R52X@1224|Proteobacteria,2W0NA@28216|Betaproteobacteria,1JZR3@119060|Burkholderiaceae",28216|Betaproteobacteria,C,Belongs to the dicarboxylate amino acid cation symporter (DAACS) (TC 2.A.23) family,-,-,-,-,-,-,-,-,-,-,-,-,SDF
